main_character,character,line_no,line_type,word,main_character_word
TRUE,Blair,179,lines,ago,FALSE
TRUE,Blair,179,lines,boarding,FALSE
TRUE,Blair,179,lines,school,FALSE
TRUE,Blair,179,lines,jenny,TRUE
TRUE,Blair,179,lines,invites,FALSE
TRUE,Jenny,180,lines,uhm,FALSE
TRUE,Serena,184,lines,lot,FALSE
TRUE,Serena,184,lines,stuff,FALSE
TRUE,Blair,186,lines,wait,FALSE
TRUE,Blair,186,lines,lot,FALSE
TRUE,Blair,186,lines,yoghurt,FALSE
TRUE,Blair,186,lines,left,FALSE
TRUE,Serena,187,lines,ahead,FALSE
TRUE,Serena,189,lines,blair,TRUE
TRUE,Serena,189,lines,meet,FALSE
TRUE,Serena,189,lines,tonight,FALSE
TRUE,Blair,190,lines,love,FALSE
TRUE,Blair,190,lines,nate,TRUE
TRUE,Blair,190,lines,tonight,FALSE
TRUE,Serena,191,lines,palace,FALSE
TRUE,Serena,191,lines,8,FALSE
TRUE,Serena,191,lines,o'clock,FALSE
TRUE,Serena,191,lines,nate,TRUE
TRUE,Serena,191,lines,wait,FALSE
TRUE,Gossip Girl,192,voice over,spotted,FALSE
TRUE,Gossip Girl,192,voice over,steps,FALSE
TRUE,Gossip Girl,192,voice over,met,FALSE
TRUE,Gossip Girl,192,voice over,serena,TRUE
TRUE,Gossip Girl,192,voice over,blair,TRUE
TRUE,Gossip Girl,192,voice over,power,FALSE
TRUE,Gossip Girl,192,voice over,struggle,FALSE
TRUE,Blair,193,lines,half,FALSE
TRUE,Blair,193,lines,hour,FALSE
TRUE,Gossip Girl,194,voice over,serena,TRUE
TRUE,Gossip Girl,194,voice over,waltz,FALSE
TRUE,Gossip Girl,194,voice over,home,FALSE
TRUE,Serena,195,lines,time,FALSE
TRUE,Blair,196,lines,friend,FALSE
TRUE,Gossip Girl,197,voice over,blair,TRUE
TRUE,Gossip Girl,197,voice over,serena,TRUE
TRUE,Gossip Girl,197,voice over,fight,FALSE
TRUE,Gossip Girl,197,voice over,hotties,FALSE
TRUE,Gossip Girl,197,voice over,gossip girl,TRUE
TRUE,Gossip Girl,197,voice over,likes,FALSE
TRUE,Gossip Girl,197,voice over,catfight,FALSE
TRUE,Gossip Girl,197,voice over,classic,FALSE
TRUE,Dan,199,lines,uh,FALSE
TRUE,Dan,199,lines,dad,FALSE
TRUE,Dan,199,lines,called,FALSE
TRUE,Dan,199,lines,myspace,FALSE
